6627	2.409	1.151	3.561	1	A1
6628	1.666	0.516	2.182	2	A2
6629	1.236	0.819	2.055	2	...
6630	1.843	1.395	3.239	2	...
6631	1.465	1.267	2.733	2	...
6632	2	0.863	2.863	2	...
6633	1.166	0.841	2.007	2	...
6634	2.724	0.613	1.521	2	...
6635	1.294	0.613	1.907	2	...
6636	0.432	0.28	0.711	2	...
6637	0.954	0.507	1.461	2	...
6638	1.676	0.792	2.467	3	A3
6639	0.753	0.788	1.54	3	...
6640	1.084	0.717	1.8	3	...
6641	0.436	0.426	0.863	3	...
6642	0.491	0.477	0.968	3	...
6643	0.547	0.677	1.224	3	...
6644	0.488	0.661	1.151	2	...
6645	0.458	0.526	0.985	2	...
6646	0.534	0.398	0.933	2	...
6647	0.435	0.466	0.903	2	...
6648	0.391	0.488	0.88	2	...
6649	1.324	0.572	1.896	2	...
6650	0.467	0.61	1.077	2	...
6651	0.489	0.587	1.077	2	...
6652	0.866	0.708	1.574	2	...
6653	1.099	1.274	2.373	2	...
6654	0.995	0.497	1.492	2	...
6655	0.847	1.134	1.982	3	A4
6656	0.441	0.512	0.953	3	...
6657	0.833	0.722	1.556	3	...
6658	0.888	0.562	1.45	3	...
6659	0.496	0.531	1.028	3	...
6660	0.773	0.407	1.18	3	...
6661	0.511	0.341	0.853	3	...
6662	0.728	0.658	1.385	3	...
6663	1.179	0.496	1.675	2	...
6664	0.653	0.533	1.187	2	...
6665	0.556	0.617	1.173	2	...
6666	2.483	1.129	3.612	2	...
6667	1.362	0.648	2.009	2	...
6668	2.261	1.187	3.448	2	...
6669	1.84	0.646	2.486	2	...
6670	1.936	0.551	2.487	3	A5
6671	4.247	1.228	5.474	3	...
6672	1.464	1.004	2.468	2	...
6673	0.649	0.544	1.192	2	...
6674	1.246	0.837	2.083	2	...
6675	0.944	0.4	1.344	2	...
6676	0.77	0.558	1.328	2	...
6677	1.115	0.414	1.528	2	...
6678	0.587	0.687	1.275	3	A6
6679	0.637	0.748	1.385	3	...
6680	0.828	1.144	1.972	3	...
6681	0.781	0.556	1.337	3	...
6682	0.731	0.515	1.246	3	...
6683	0.641	0.46	1.102	3	...
6684	0.636	0.385	1.022	3	...
6685	0.685	0.706	1.392	3	...
6686	0.651	0.491	1.143	3	...
6687	0.436	0.646	1.083	3	...
6688	0.451	0.481	0.932	3	...
6689	0.58	2.549	3.129	2	...
6690	0.709	1.071	1.78	2	...
6691	0.913	0.55	1.463	2	...
6692	0.551	0.664	1.214	2	...
6693	1.065	0.849	1.914	2	...
6694	0.3	0.391	0.691	2	...
6695	0.405	0.668	1.072	2	...
6696	1.028	0.405	1.434	2	...
6697	0.623	0.322	0.946	2	...
6698	0.608	0.451	1.059	2	...
6699	0.839	0.465	1.303	2	...
6700	0.599	0.359	0.959	2	...
6701	0.479	0.666	1.146	2	...
6702	1.468	1.056	2.525	2	...
6703	0.981	0.855	1.836	2	...
6704	0.961	0.503	1.465	2	...
6705	0.849	0.473	1.322	2	...
6706	0.556	0.556	1.112	2	...
6707	0.802	0.635	1.437	3	A7
6708	0.759	0.401	1.16	3	...
6709	0.553	0.548	1.1	2	...
6710	3.528	1.164	4.693	2	...
6711	1.016	0.46	1.477	2	...
6712	1.212	0.301	1.513	2	...
6713	0.605	0.382	0.987	2	...
6714	0.766	0.414	1.181	2	...
6715	0.815	0.45	1.265	2	...
6716	0.834	0.461	1.294	2	...
6717	0.652	0.289	0.94	2	...
6718	1.466	0.74	2.205	1	...
6719	1.986	0.548	2.534	1	...
